geofence_risk,anomalies,time_of_day,movement_speed_kmh,historical_incidents_nearby,label
8,4,8,4.65,1,danger
1,3,17,3.36,1,warning
4,2,12,3.35,1,warning
5,2,14,0.4,3,warning
6,2,2,1.06,2,danger
4,0,23,1.94,2,warning
8,3,9,2.72,5,danger
0,5,8,4.51,1,warning
6,2,12,9.95,1,warning
9,3,15,0.87,0,danger
6,2,2,0.08,2,danger
3,4,21,2.98,1,warning
8,4,22,2.83,1,danger
10,4,14,4.01,2,danger
4,1,16,8.96,2,warning
3,2,13,8.11,2,warning
6,1,6,0.53,1,warning
3,3,19,13.59,1,warning
2,1,15,0.58,1,safe
8,3,20,5.03,3,danger
10,3,7,5.58,3,danger
7,3,3,5.7,3,danger
0,5,19,1.54,2,warning
6,1,23,2.0,0,warning
8,5,14,3.98,4,danger
7,2,4,1.11,2,danger
7,1,12,0.1,2,warning
5,2,5,4.13,3,danger
10,2,4,3.13,2,danger
3,3,16,5.35,4,warning
7,1,6,0.79,2,warning
2,2,5,9.19,5,warning
8,4,1,0.79,3,danger
1,2,10,11.1,2,warning
1,4,6,2.98,0,warning
6,1,21,3.99,1,warning
9,5,20,11.34,1,danger
3,1,7,1.78,1,warning
9,5,4,1.0,1,danger
7,5,17,2.95,4,danger
8,1,21,1.4,1,danger
6,2,15,3.75,2,danger
4,0,13,1.61,0,safe
7,2,11,9.99,3,danger
3,2,16,4.67,2,warning
1,3,4,0.0,1,warning
10,3,13,8.19,1,danger
5,2,5,2.0,2,warning
8,4,14,1.93,1,danger
0,5,6,2.41,1,warning
10,3,13,4.97,2,danger
9,2,17,2.92,1,danger
6,0,0,4.95,1,warning
9,4,5,0.79,1,danger
8,1,2,17.56,1,danger
9,2,4,6.54,2,danger
8,2,11,1.44,2,danger
9,5,10,6.44,1,danger
10,4,12,4.28,2,danger
2,3,15,0.58,4,warning
10,3,17,0.98,1,danger
4,3,16,0.21,4,danger
7,1,16,8.28,0,warning
7,4,10,4.01,2,danger
3,4,19,1.9,1,warning
10,3,9,0.68,1,danger
10,3,15,3.31,1,danger
0,5,1,3.72,2,warning
0,0,16,6.05,0,safe
3,0,21,17.52,2,safe
5,2,19,2.85,3,warning
7,2,9,2.6,1,danger
5,4,12,2.31,1,danger
8,4,11,8.77,1,danger
8,1,14,0.85,3,danger
1,1,6,2.11,1,safe
9,0,21,6.45,3,danger
0,2,20,0.08,2,safe
1,0,12,1.71,1,safe
4,0,11,5.13,1,safe
3,2,11,1.03,2,warning
3,1,1,1.8,1,warning
8,5,4,3.33,0,danger
10,5,1,2.74,1,danger
7,5,22,0.56,1,danger
5,2,19,13.92,1,warning
0,3,12,0.23,0,safe
1,3,2,6.93,2,warning
5,3,10,0.37,1,danger
10,4,15,3.15,2,danger
1,1,0,0.96,3,safe
9,1,18,0.76,2,danger
4,4,10,0.67,0,danger
4,0,8,3.01,2,warning
5,5,13,3.62,0,danger
5,3,8,0.72,1,danger
5,5,6,19.41,2,danger
1,3,15,1.49,1,warning
9,5,2,3.07,4,danger
2,0,18,1.22,0,safe
5,5,3,3.41,1,danger
7,5,6,7.05,1,danger
10,2,22,3.68,0,danger
0,5,11,1.68,0,warning
0,2,17,1.43,1,safe
10,1,4,7.11,0,danger
1,4,22,0.63,0,warning
10,5,22,2.31,1,danger
5,1,21,0.82,3,warning
8,2,9,1.49,1,danger
3,5,11,0.83,0,danger
2,5,7,10.89,2,danger
7,0,18,6.58,1,warning
10,1,14,4.12,2,danger
9,3,0,1.27,0,danger
8,3,2,3.57,1,danger
10,0,17,3.68,3,danger
4,2,17,4.46,1,warning
8,3,1,0.31,3,danger
1,3,4,18.04,0,warning
2,4,0,3.13,2,warning
6,1,9,13.05,0,warning
6,2,19,0.05,0,warning
5,5,9,1.42,1,danger
5,1,4,0.55,3,warning
1,2,17,7.34,1,safe
9,3,20,1.93,0,danger
5,4,14,9.18,1,danger
3,1,19,8.93,4,warning
2,3,7,5.51,2,warning
10,2,16,5.48,4,danger
1,1,11,6.02,1,safe
0,5,20,5.6,1,warning
10,1,11,2.45,1,danger
10,3,0,5.74,4,danger
4,1,3,11.38,2,warning
1,5,7,2.02,3,danger
1,4,0,14.49,3,warning
6,4,14,0.07,0,danger
7,3,17,2.15,0,danger
9,2,0,0.71,0,danger
7,3,10,0.68,0,danger
3,4,22,8.45,0,warning
0,0,1,12.53,2,safe
10,0,0,7.52,1,danger
6,1,11,18.78,0,warning
0,5,15,1.22,2,warning
10,1,21,0.76,2,danger
3,0,21,3.68,2,safe
7,4,9,8.83,0,danger
1,1,17,0.2,2,safe
5,3,14,27.09,2,danger
5,5,16,4.61,0,danger
8,3,9,19.3,1,danger
4,5,2,2.27,0,danger
9,4,20,3.06,0,danger
3,1,15,6.98,1,warning
4,5,5,7.87,0,danger
9,3,2,1.33,4,danger
10,1,8,13.28,2,danger
4,1,10,10.1,0,warning
7,3,20,0.09,1,danger
9,0,12,0.69,2,danger
7,5,17,3.43,4,danger
1,3,21,3.09,2,warning
6,4,23,6.16,2,danger
7,2,21,0.47,0,danger
10,3,3,5.18,2,danger
5,1,21,4.79,2,warning
4,1,23,1.33,2,warning
10,3,7,3.91,0,danger
8,2,12,1.26,2,danger
2,3,9,0.79,2,warning
9,2,1,4.26,1,danger
3,2,7,18.97,0,warning
8,4,5,1.35,1,danger
5,5,15,2.2,1,danger
7,1,17,1.48,1,warning
6,1,16,1.55,1,warning
10,2,5,2.59,1,danger
1,1,12,6.05,2,safe
2,0,22,0.2,2,safe
0,2,13,15.75,3,safe
8,1,20,0.24,0,warning
6,0,9,10.65,1,warning
0,4,23,11.24,1,warning
2,1,10,3.72,2,safe
3,0,12,0.74,1,safe
3,3,11,4.16,1,warning
4,5,8,4.95,2,danger
2,3,3,9.75,1,warning
2,0,6,4.0,1,safe
0,2,23,2.64,2,safe
6,2,21,9.11,1,warning
10,1,1,19.8,2,danger
9,3,6,5.18,4,danger
0,2,8,10.37,1,safe
1,2,4,4.57,5,warning
3,3,14,5.85,2,warning
3,4,17,5.83,2,danger
4,2,3,6.1,3,warning
10,5,18,1.94,0,danger
1,0,19,4.29,0,safe
3,1,6,4.51,2,warning
0,2,7,1.89,1,safe
1,5,16,2.15,3,danger
0,5,12,7.18,2,warning
9,2,23,4.37,0,danger
9,4,20,0.81,1,danger
3,0,22,9.09,2,safe
3,1,10,10.73,1,warning
6,2,0,3.14,3,danger
9,1,1,1.17,0,danger
10,3,16,14.74,1,danger
10,5,4,10.7,2,danger
8,5,5,1.4,2,danger
8,2,23,0.5,1,danger
4,2,6,2.9,2,warning
9,3,20,5.64,1,danger
0,4,14,0.96,2,warning
0,2,18,3.6,0,safe
5,5,15,2.77,4,danger
1,1,12,11.06,0,safe
7,0,4,2.81,0,warning
8,1,2,3.82,5,danger
3,4,2,15.54,0,warning
4,0,18,1.78,0,safe
10,1,13,1.71,1,danger
7,1,15,8.04,1,warning
2,3,21,1.63,5,warning
4,4,16,8.91,0,danger
2,5,3,0.5,1,danger
9,3,12,0.59,1,danger
2,0,7,11.58,2,safe
2,5,18,3.89,2,danger
6,3,4,6.34,4,danger
6,4,1,1.28,0,danger
6,2,14,0.91,0,warning
9,2,1,9.01,3,danger
7,0,10,2.22,2,warning
4,2,12,3.04,1,warning
4,3,22,0.14,1,warning
3,0,9,2.44,2,safe
6,5,2,7.36,2,danger
9,4,4,8.61,1,danger
3,0,2,6.0,1,safe
1,5,5,5.89,0,warning
3,0,12,3.53,2,safe
7,1,9,3.86,1,warning
8,1,18,6.79,4,danger
2,0,7,1.42,1,safe
6,2,17,1.32,3,danger
8,1,2,14.97,3,danger
10,4,23,0.14,1,danger
3,5,23,0.75,1,danger
9,3,16,4.22,2,danger
2,1,7,6.69,0,safe
4,0,9,3.86,3,warning
0,2,1,2.19,1,safe
2,3,11,19.08,0,warning
7,5,22,6.08,1,danger
10,5,5,8.9,1,danger
7,1,1,0.21,0,warning
3,5,20,1.35,4,danger
1,5,22,2.34,2,danger
7,2,23,1.01,1,danger
7,2,2,0.38,1,danger
9,2,16,1.28,0,danger
3,0,6,3.81,3,safe
2,5,20,5.95,1,danger
1,5,4,7.44,2,danger
8,5,22,0.22,1,danger
0,4,0,2.79,4,warning
6,2,7,0.65,3,danger
4,3,11,2.82,2,warning
7,1,13,2.85,0,warning
3,3,15,3.45,1,warning
6,0,9,11.17,0,warning
4,0,14,8.18,1,safe
4,5,20,5.06,0,danger
8,3,23,10.83,2,danger
8,5,14,5.67,2,danger
8,4,9,8.54,0,danger
5,0,20,4.15,3,warning
5,0,6,3.72,0,warning
4,3,2,6.44,1,warning
8,0,1,0.1,0,warning
9,4,5,5.86,0,danger
7,4,20,13.63,1,danger
6,4,8,6.26,0,danger
6,1,9,0.19,1,warning
5,4,3,2.37,4,danger
4,4,2,8.29,3,danger
3,1,8,15.92,2,warning
2,5,23,2.31,1,danger
2,2,21,9.2,1,warning
5,0,16,9.97,0,warning
3,4,13,0.66,2,danger
5,0,9,9.35,0,warning
2,3,12,1.96,1,warning
3,0,11,4.5,1,safe
8,5,0,3.87,2,danger
4,1,21,5.44,2,warning
6,0,18,6.74,1,warning
9,0,18,2.91,1,warning
1,0,5,10.96,3,safe
4,2,12,8.29,2,warning
8,2,18,7.7,4,danger
10,3,12,3.06,2,danger
2,1,21,0.19,2,safe
8,0,20,3.39,1,warning
10,0,3,11.44,1,danger
5,0,23,1.06,2,warning
3,0,1,20.25,2,warning
6,2,14,8.24,2,danger
7,5,11,6.19,5,danger
5,5,6,5.65,2,danger
4,3,19,4.42,1,warning
5,4,17,6.38,1,danger
4,1,22,2.74,0,warning
7,5,12,9.33,2,danger
0,0,16,5.96,2,safe
10,5,3,7.38,2,danger
6,3,13,7.86,2,danger
9,4,19,0.48,3,danger
9,5,12,0.29,3,danger
10,3,2,8.07,0,danger
1,2,17,1.5,5,warning
8,4,13,4.36,1,danger
0,3,14,2.93,1,warning
10,5,2,0.11,2,danger
9,2,0,0.21,2,danger
5,3,23,8.78,2,danger
8,3,16,4.68,2,danger
0,5,2,3.71,0,warning
3,4,13,14.44,0,warning
3,2,2,0.95,5,warning
8,0,12,1.49,2,warning
10,1,14,7.07,2,danger
4,4,17,7.46,1,danger
4,2,13,2.6,1,warning
5,3,20,15.08,0,warning
0,2,2,13.92,1,safe
0,1,18,0.06,1,safe
8,5,7,0.95,2,danger
2,1,3,8.58,2,warning
3,0,3,2.04,0,safe
0,0,18,0.5,1,safe
8,1,10,7.69,2,danger
7,4,0,3.03,1,danger
1,4,7,3.39,1,warning
7,3,14,1.03,1,danger
6,0,0,5.41,0,warning
10,3,6,4.01,1,danger
5,0,20,1.16,0,warning
0,1,19,2.08,1,safe
6,4,19,4.54,0,danger
9,4,23,12.94,1,danger
6,1,10,12.65,1,warning
8,3,13,1.7,2,danger
0,3,21,6.65,0,safe
1,2,15,7.47,2,warning
10,0,13,8.27,0,danger
8,3,11,4.23,3,danger
8,1,16,0.05,1,danger
5,3,13,7.17,1,danger
5,4,9,0.56,0,danger
3,0,23,0.62,0,safe
3,5,13,4.65,2,danger
4,2,17,20.53,2,warning
2,0,21,1.39,3,safe
0,4,8,5.19,0,warning
0,4,16,1.81,1,warning
6,4,5,11.45,0,danger
0,4,7,4.5,2,warning
0,1,12,1.16,1,safe
2,2,17,1.52,0,warning
9,5,4,2.83,1,danger
3,4,5,0.65,1,danger
3,4,20,0.41,2,danger
1,3,18,5.7,1,warning
0,2,3,2.61,1,safe
2,0,6,6.48,2,safe
10,2,3,0.58,1,danger
3,2,10,4.71,3,warning
2,5,11,2.93,6,danger
7,2,13,0.3,2,danger
9,5,12,3.94,3,danger
0,4,9,0.43,3,warning
1,4,17,8.79,2,warning
6,1,15,5.0,0,warning
3,5,4,4.07,1,danger
7,5,7,0.72,0,danger
10,0,13,1.69,2,danger
2,3,4,3.39,0,warning
5,2,23,5.02,1,warning
8,0,7,1.01,0,warning
0,5,5,0.04,0,warning
0,0,15,2.11,1,safe
7,1,3,3.3,0,warning
2,3,11,1.02,0,warning
4,5,10,3.39,2,danger
0,5,2,2.07,2,warning
4,2,11,3.04,0,warning
10,3,4,2.13,0,danger
5,1,5,4.95,2,warning
7,4,18,0.22,0,danger
2,0,17,0.94,3,safe
2,2,15,2.83,1,warning
10,5,22,2.2,1,danger
10,4,10,2.48,0,danger
9,1,4,8.14,2,danger
8,3,8,10.87,0,danger
3,0,2,1.43,3,warning
3,2,7,9.05,0,warning
6,5,5,3.07,1,danger
1,5,3,1.6,3,danger
7,4,11,21.15,1,danger
5,4,11,8.71,2,danger
2,0,20,25.8,1,safe
8,3,15,0.92,1,danger
4,1,9,0.78,2,warning
7,3,21,3.5,4,danger
6,3,13,5.09,1,danger
7,3,12,0.94,0,danger
6,0,8,9.85,1,warning
2,0,6,3.8,1,safe
1,1,11,2.65,2,safe
6,3,4,4.61,2,danger
2,0,17,5.04,2,safe
2,1,3,0.22,2,warning
1,5,1,45.7,0,danger
3,1,2,2.26,1,warning
7,3,11,0.32,2,danger
0,2,2,9.56,1,safe
0,3,3,24.82,2,warning
4,2,5,8.47,0,warning
10,1,11,9.55,0,danger
4,5,18,4.92,3,danger
10,5,9,12.78,0,danger
0,0,0,0.18,3,safe
5,5,16,7.28,4,danger
0,4,15,5.55,3,warning
4,1,8,0.25,0,warning
8,0,20,3.93,0,warning
4,5,8,3.62,1,danger
5,1,22,5.88,4,warning
7,3,8,0.4,1,danger
10,5,11,8.18,4,danger
0,2,22,0.75,1,safe
1,1,8,2.71,1,safe
8,0,14,10.66,0,warning
2,3,1,4.11,1,warning
5,4,10,2.39,0,danger
4,3,10,0.25,1,warning
10,5,7,5.58,1,danger
1,2,22,21.54,2,warning
6,3,5,12.14,1,danger
3,4,20,6.32,1,warning
0,0,19,0.56,2,safe
3,1,6,1.37,2,warning
5,2,2,1.03,0,warning
6,4,7,2.2,1,danger
6,5,17,1.34,0,danger
6,5,16,1.4,1,danger
2,5,10,4.8,1,danger
5,2,1,1.92,2,warning
7,3,20,5.65,3,danger
3,2,23,14.77,1,warning
7,5,18,5.09,1,danger
1,4,6,6.96,2,warning
9,1,17,6.96,2,danger
8,1,7,2.01,2,danger
8,2,13,0.08,2,danger
7,5,6,0.28,2,danger
9,0,20,1.66,2,danger
9,2,3,5.85,2,danger
0,5,16,11.86,1,warning
1,3,4,15.95,1,warning
5,1,11,0.13,4,warning
9,1,8,23.07,3,danger
4,1,19,1.95,2,warning
8,0,12,9.26,1,warning
4,5,17,0.99,1,danger
1,5,19,0.32,1,warning
9,5,8,2.38,3,danger
3,5,3,9.79,1,danger
8,0,20,1.25,1,warning
0,4,7,0.84,1,warning
10,2,0,12.03,3,danger
0,2,16,13.93,1,safe
6,5,8,0.06,2,danger
10,3,19,6.5,3,danger
2,1,12,1.85,0,safe
9,0,1,2.35,2,danger
1,3,12,3.17,3,warning
8,3,8,2.78,1,danger
2,5,19,3.62,6,danger
1,0,5,4.37,1,safe
7,2,0,3.13,1,danger
9,1,4,6.05,0,danger
5,2,2,6.34,3,danger
5,3,3,2.9,2,danger
9,1,0,0.77,3,danger
10,4,13,5.12,2,danger
6,3,8,7.41,3,danger
6,2,23,5.08,1,danger
10,2,3,4.43,2,danger
5,5,17,1.3,0,danger
3,2,13,5.18,1,warning
10,0,3,2.04,5,danger
8,3,9,12.6,2,danger
5,1,2,5.3,1,warning
3,2,22,1.63,2,warning
2,5,6,3.2,1,danger
3,5,9,9.37,0,danger
2,2,12,2.04,2,warning
1,0,3,3.73,2,safe
4,5,17,5.69,1,danger
1,1,10,7.02,1,safe
5,3,3,0.96,2,danger
2,4,23,4.16,1,warning
5,0,13,12.16,2,warning
10,5,17,17.27,2,danger
9,3,7,5.34,0,danger
8,4,9,20.57,1,danger
0,2,4,4.23,1,safe
5,2,22,2.92,1,warning
8,1,6,4.01,2,danger
10,4,11,0.61,2,danger
3,2,2,2.57,0,warning
10,2,3,3.07,2,danger
1,5,9,9.44,3,danger
3,1,3,7.11,5,warning
0,3,14,4.6,2,warning
2,2,9,2.13,2,warning
9,0,20,1.04,2,danger
8,0,21,2.14,1,warning
9,3,15,5.69,3,danger
4,4,14,1.53,1,danger
10,1,18,2.78,1,danger
5,5,19,2.45,2,danger
2,0,18,7.25,2,safe
4,0,17,10.76,4,warning
10,3,11,6.01,0,danger
7,4,15,2.09,0,danger
5,4,0,2.84,1,danger
3,3,15,0.77,2,warning
1,0,1,0.92,1,safe
8,1,23,0.9,0,danger
0,0,14,0.7,6,safe
0,4,6,0.99,1,warning
3,5,0,1.13,0,danger
6,0,4,0.59,3,warning
0,1,9,5.11,2,safe
8,2,21,23.23,2,danger
3,0,20,10.57,2,safe
2,3,3,0.23,2,warning
0,2,13,2.75,0,safe
9,3,12,9.81,2,danger
3,3,0,0.72,2,warning
8,3,15,9.41,5,danger
9,0,22,4.49,1,danger
5,4,8,13.39,1,danger
5,2,21,10.44,0,warning
0,1,15,5.65,3,safe
9,4,18,5.36,0,danger
1,0,14,1.2,3,safe
10,3,13,0.62,1,danger
5,1,19,2.68,0,warning
1,2,9,1.03,1,safe
2,4,20,0.54,1,warning
3,5,11,1.8,0,danger
10,4,0,9.85,1,danger
4,1,20,0.09,1,warning
8,0,16,1.73,3,warning
3,2,8,2.76,2,warning
10,1,22,3.57,2,danger
8,3,18,1.0,1,danger
10,2,17,16.65,0,danger
9,4,6,4.32,0,danger
2,1,8,3.69,1,safe
7,4,21,0.04,1,danger
0,4,20,3.32,0,warning
10,4,11,9.09,1,danger
8,0,6,1.24,1,warning
8,4,13,2.16,1,danger
9,3,14,0.1,3,danger
1,3,14,18.85,2,warning
3,2,5,0.34,0,warning
7,5,20,11.42,2,danger
6,4,13,1.88,1,danger
0,4,1,4.43,2,warning
4,1,7,5.69,2,warning
6,0,12,0.76,2,warning
3,5,22,2.93,1,danger
0,2,5,1.97,2,safe
8,5,4,0.29,2,danger
4,4,4,8.95,1,danger
10,1,0,0.23,3,danger
1,0,8,5.3,4,safe
7,2,5,1.88,0,danger
10,5,19,1.07,2,danger
1,2,6,5.5,3,warning
2,4,8,4.27,0,warning
9,2,4,1.89,1,danger
0,1,13,3.6,5,safe
10,2,4,1.41,1,danger
1,3,7,9.96,1,warning
6,1,6,1.88,0,warning
9,5,12,1.41,1,danger
1,0,12,6.97,0,safe
5,0,7,0.09,3,warning
2,4,10,1.56,2,warning
3,4,17,2.35,1,warning
10,3,18,10.7,2,danger
7,5,5,15.02,0,danger
2,0,21,6.3,2,safe
9,0,1,3.39,3,danger
5,0,12,5.12,1,warning
0,0,22,2.67,1,safe
6,2,10,1.77,1,warning
7,5,0,15.05,0,danger
10,1,23,0.61,3,danger
7,1,1,2.13,3,danger
2,3,16,11.47,2,warning
9,2,7,6.42,1,danger
0,0,1,0.15,2,safe
8,0,5,0.12,8,danger
5,4,21,3.63,2,danger
10,4,4,3.31,1,danger
8,3,15,2.93,3,danger
6,0,7,1.8,4,warning
0,3,18,21.58,1,warning
0,2,15,1.59,0,safe
5,1,12,3.37,0,warning
4,0,19,2.6,2,warning
8,5,6,0.93,1,danger
1,2,15,1.13,0,safe
7,0,22,12.52,1,warning
10,5,15,9.77,4,danger
4,4,11,1.11,3,danger
1,3,13,10.42,1,warning
9,4,23,1.17,3,danger
10,1,17,4.92,0,danger
10,4,17,0.42,2,danger
5,0,15,10.62,2,warning
9,5,19,0.26,3,danger
7,4,15,4.05,0,danger
3,0,12,7.56,2,safe
1,1,8,0.62,1,safe
10,5,8,2.59,1,danger
4,4,12,0.21,0,danger
1,3,3,5.74,0,warning
1,3,8,1.84,4,warning
5,5,14,4.1,1,danger
10,3,13,13.5,2,danger
9,4,18,1.83,3,danger
8,4,11,0.25,2,danger
3,5,20,5.63,3,danger
5,4,5,7.73,0,danger
6,0,2,15.83,3,warning
10,1,21,0.86,2,danger
5,3,19,2.49,2,danger
7,0,15,9.29,3,warning
3,5,19,8.22,0,danger
0,3,23,4.9,0,warning
6,0,22,1.57,0,warning
2,4,16,1.67,0,warning
5,5,15,0.66,1,danger
1,5,5,12.75,1,warning
8,3,7,0.95,2,danger
0,4,18,4.25,0,warning
5,3,1,4.39,1,danger
5,2,13,2.31,2,warning
4,0,21,2.17,1,safe
4,2,11,5.52,1,warning
0,0,16,2.46,1,safe
9,1,14,1.47,2,danger
4,5,17,2.55,0,danger
1,3,15,8.24,2,warning
6,1,12,16.98,2,warning
2,1,20,5.05,1,safe
3,5,16,7.62,2,danger
2,5,7,3.81,3,danger
2,0,0,4.9,2,safe
3,2,2,22.15,0,warning
4,4,15,2.88,1,danger
0,0,1,0.34,0,safe
3,4,14,15.73,0,warning
10,1,0,7.88,3,danger
7,4,8,2.54,2,danger
9,2,15,20.2,3,danger
6,0,3,2.12,3,warning
8,5,11,2.33,0,danger
4,2,0,4.7,2,warning
9,2,0,1.6,1,danger
3,0,6,6.0,3,safe
7,5,17,0.83,2,danger
8,2,22,0.57,1,danger
6,5,22,3.83,1,danger
6,3,14,4.05,2,danger
4,3,12,0.56,1,warning
3,3,15,16.65,2,warning
9,4,6,4.26,0,danger
0,2,15,0.82,2,safe
9,0,12,1.87,1,warning
9,0,13,8.05,2,danger
6,4,16,3.7,0,danger
0,0,11,1.04,1,safe
0,3,23,0.54,0,warning
4,2,23,2.82,2,warning
8,0,19,2.06,2,warning
5,0,12,5.33,3,warning
2,1,23,12.97,0,safe
2,1,19,1.42,0,safe
6,1,14,9.66,0,warning
5,2,23,12.66,1,warning
8,3,20,11.61,0,danger
5,5,3,15.19,3,danger
4,3,21,9.23,4,danger
9,3,1,4.5,2,danger
6,2,17,2.64,1,warning
0,2,1,3.38,1,safe
6,1,14,10.3,1,warning
2,0,18,1.79,2,safe
8,4,14,0.87,1,danger
5,4,19,0.76,1,danger
8,5,9,8.77,1,danger
4,0,23,7.17,1,warning
6,5,19,3.44,1,danger
3,1,10,1.61,4,warning
6,5,9,5.66,0,danger
0,0,22,0.2,1,safe
6,0,4,4.2,1,warning
7,4,8,2.54,2,danger
4,1,19,19.05,1,warning
1,2,18,3.54,0,safe
4,5,12,4.02,2,danger
5,4,17,6.23,2,danger
1,5,16,3.31,1,warning
5,5,5,1.27,2,danger
5,2,9,3.85,2,warning
0,1,1,14.44,1,safe
0,0,23,2.64,1,safe
10,3,5,5.69,1,danger
9,5,20,19.09,1,danger
2,3,12,8.86,1,warning
9,1,17,5.38,1,danger
9,3,6,6.66,1,danger
2,5,1,13.78,1,danger
3,2,13,16.06,1,warning
1,3,4,17.36,0,warning
8,1,17,4.91,1,danger
9,1,10,2.43,2,danger
10,2,9,0.71,4,danger
6,3,10,2.44,3,danger
6,3,1,14.32,2,danger
5,0,14,11.03,4,warning
2,4,6,3.71,2,warning
5,1,8,3.85,3,warning
7,0,4,1.85,0,warning
7,1,6,3.03,0,warning
10,0,19,6.27,1,danger
8,4,1,2.57,1,danger
0,0,2,1.04,0,safe
0,1,1,3.89,1,safe
2,3,20,1.28,3,warning
2,1,21,18.3,1,safe
9,5,22,2.47,3,danger
7,2,18,12.02,1,danger
9,2,3,1.28,4,danger
0,5,23,1.05,2,warning
1,2,19,4.8,3,warning
1,2,6,7.56,0,safe
2,4,21,4.18,2,warning
5,3,6,1.31,3,danger
0,3,16,0.19,3,warning
1,1,18,4.82,2,safe
0,5,21,0.7,2,warning
4,0,15,2.1,1,safe
6,1,2,5.63,0,warning
7,1,14,0.52,0,warning
9,1,13,0.68,2,danger
0,1,14,0.32,2,safe
6,3,13,27.71,2,danger
4,0,6,2.45,2,warning
9,1,2,11.81,3,danger
0,3,16,1.74,1,warning
2,1,9,7.0,3,warning
6,2,14,1.24,2,danger
9,1,5,3.45,0,danger
0,5,16,8.7,1,warning
6,5,16,8.47,1,danger
4,1,13,7.91,2,warning
0,4,23,8.68,2,warning
0,2,17,1.19,1,safe
0,0,4,3.29,0,safe
10,1,7,3.32,0,danger
8,0,6,11.06,2,warning
10,2,22,1.76,2,danger
2,1,3,13.4,3,warning
4,4,17,3.0,1,danger
10,3,4,5.54,1,danger
9,4,15,1.57,1,danger
8,4,13,2.64,0,danger
5,3,18,6.19,0,warning
8,3,13,3.59,0,danger
7,5,8,13.35,0,danger
7,3,5,6.68,2,danger
0,1,16,4.16,4,safe
8,0,18,10.89,4,danger
5,5,11,5.48,1,danger
8,5,3,5.21,3,danger
2,0,15,1.41,1,safe
2,5,10,2.51,3,danger
5,3,21,5.75,2,danger
8,4,3,11.12,2,danger
6,2,16,1.9,3,danger
2,3,7,1.21,0,warning
2,4,13,4.5,2,warning
1,4,1,0.35,1,warning
8,5,10,6.27,0,danger
2,1,10,6.07,0,safe
10,1,23,2.19,1,danger
4,5,21,11.16,1,danger
8,5,23,3.49,1,danger
7,0,5,5.19,2,warning
1,0,20,1.18,3,safe
2,2,20,2.7,2,warning
1,2,13,9.92,0,safe
7,2,9,1.2,1,danger
5,2,7,2.48,1,warning
5,4,6,1.91,4,danger
8,4,7,0.82,0,danger
7,0,7,1.71,2,warning
3,1,22,1.32,4,warning
3,5,1,12.86,4,danger
8,1,15,6.76,2,danger
0,3,8,1.9,1,warning
1,4,12,7.21,2,warning
1,2,22,0.11,0,safe
5,2,11,3.74,1,warning
3,3,21,1.44,2,warning
10,1,16,0.61,1,danger
9,2,1,10.76,1,danger
2,1,12,1.11,0,safe
2,5,0,8.64,0,danger
2,3,18,2.67,3,warning
5,1,10,0.07,2,warning
7,5,4,6.59,2,danger
10,1,0,4.54,1,danger
6,1,19,2.11,2,warning
3,2,12,1.65,4,warning
10,0,7,0.38,0,danger
3,4,5,14.19,4,danger
10,1,16,3.41,1,danger
9,1,11,0.45,1,danger
10,1,0,10.15,1,danger
10,0,2,1.63,0,danger
10,5,13,1.14,3,danger
1,3,7,1.65,0,warning
0,2,10,4.16,3,safe
8,0,13,0.38,1,warning
1,5,7,3.29,2,warning
7,1,2,11.3,2,danger
8,5,6,1.04,0,danger
3,0,18,2.01,1,safe
7,0,3,2.52,1,warning
8,0,15,4.41,1,warning
9,3,12,12.58,2,danger
9,4,19,2.51,1,danger
4,2,18,0.36,0,warning
6,3,4,2.14,3,danger
9,3,22,1.05,1,danger
3,4,4,5.27,2,danger
0,3,19,0.15,3,warning
2,0,23,1.73,0,safe
4,0,3,3.94,1,warning
2,5,1,1.62,3,danger
10,1,12,4.0,2,danger
6,3,15,0.61,1,danger
8,1,21,14.31,1,danger
5,2,1,1.72,2,warning
9,0,18,12.82,2,danger
0,5,16,1.97,5,danger
6,2,4,7.61,2,danger
2,5,17,1.41,6,danger
4,4,22,5.54,0,danger
9,0,20,1.96,0,warning
3,2,17,3.56,0,warning
9,4,7,5.6,2,danger
4,2,14,4.44,3,warning
4,5,12,4.29,1,danger
5,4,12,0.34,2,danger
9,4,15,1.43,2,danger
9,0,21,4.24,1,warning
10,1,19,0.09,2,danger
5,5,12,1.44,3,danger
7,5,19,1.3,1,danger
7,4,1,1.44,2,danger
10,4,2,3.84,1,danger
8,0,14,4.36,1,warning
7,1,22,11.98,1,warning
10,5,18,2.44,3,danger
1,3,12,13.06,2,warning
9,3,4,5.28,3,danger
10,1,21,12.19,1,danger
0,2,5,8.96,3,warning
9,0,13,5.82,1,warning
1,1,3,2.2,2,safe
1,3,21,1.38,1,warning
2,4,18,1.26,0,warning
9,3,22,15.2,3,danger
6,4,6,15.92,2,danger
1,0,3,6.45,2,safe
0,4,1,10.76,0,warning
5,1,6,12.57,3,warning
8,4,2,3.58,0,danger
2,2,14,4.96,1,warning
5,1,0,2.71,2,warning
2,0,1,2.71,2,safe
0,1,9,0.2,1,safe
4,2,15,2.84,2,warning
9,0,14,5.6,3,danger
10,3,23,2.74,0,danger
3,2,14,10.29,3,warning
6,0,13,2.02,0,warning
5,4,21,0.71,3,danger
9,1,13,8.34,1,danger
